username,date,content,video_title
@neuzasantos23,1 year ago,"Now, today, in Brasil",Madonna - Take A Bow (Official Video) [4K]
@user-iy1wh1cj7x,6 years ago,"Producer : How many colours and random famous people do you want?

Madonna: Yasss",Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@archillager8607,3 years ago,"I found one 8 years ago
It says like ""Madonna is only queen of pop <3, her haters sucks""",Madonna - Like A Virgin (Official Video)
@paradisenotforme,2 months ago, @Luckimee HAGNET TANKED,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@markfrancis6508,7 years ago,Trump?,Madonna - American Pie (Official Video) [HD]
@mertpattinson1346,11 years ago,Yes Madonna and Lady Gaga r my QUEENS!  #SpreadingLove  ,Madonna - Living For Love
@Mystical_Mediumship,6 months ago, @pri6086  eu falo portugués,Madonna - Like A Virgin (Official Video)
@E99-w5n,4 years ago,"MIA is a queen, no one can understand her music now. Shes revolutionary",Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@thehelper4205,5 years ago,Of Course,Madonna - True Blue (Official Video)
@sarascialdoni.,1 year ago,❤,Madonna - Express Yourself (Official Video)
@ed.kattbaiza,1 year ago,Gaga’s performance was better than that.,Madonna - 2012 Super Bowl Halftime Show
@user-vq8le8mz6s,1 year ago,I’m so sorry for your loss 😞💜,Madonna - Open Your Heart (Official Video) [HD]
@demoniaesdivinawatroysea6419,5 years ago, @MariahCareysDivaDaughter  GiGi YEAY,Madonna - Beautiful Stranger (Official Video) [HD]
@3002maik,10 years ago,Nunca digas nunca,Madonna - Vogue (MDNA World Tour)
@michelleamany8461,1 year ago,😂😂😂😂,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@ju_magalhaesofc,3 years ago,"I make mine your words, I'm 37 and when this song was released I was 14, I also copied the lyrics to a notebook and memorized it hahaha

It was a magical time and I would give anything to go back as a teenager, I have very strong affective memories when I hear this song, Madonna will always be an icon ❤",Madonna - American Pie (Official Video) [HD]
@karinaelenagoldbach5752,1 year ago,Really nice music 🎉❤😌,Madonna - Back That Up To The Beat (Official Lyric Video)
@rennycunila4444,5 years ago,BRAZIL LOVES MADONNA 2020 <3,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@janedryden9588,3 years ago,She’s a legend!,Madonna - Lucky Star (Official Video)
@rjjcms1,2 years ago (edited)," @latinheat1132 There were a few people on TV programmes,including some of those sitcoms set in well-to-do parts of London and the South East,swanning around talking to each other on those chunky mobile devices,often with aeriels like walkie talkies. I wanted one.",Madonna - True Blue (Official Video)
@shspurs1342,6 years ago (edited),Bastbra Do you remember what Elton John said when she won best live act.,"Madonna, Quavo - Eurovision Song Contest 2019"
@johnreppas7958,5 years ago,cannot unhear now :/,Madonna - Material Girl (Official Video) [HD]
@cedofeito2358,1 year ago,❤,Madonna - Rain (Official Video) [HD]
@margalike2,2 months ago,2026 🎉,Madonna - Into The Groove (Official Video)
@bobbyggezs2898,1 year ago,Dont forget the scene where we see Huge Jackmans abs,Madonna - Like A Prayer (Official Video)
@jomoon9391,1 year ago,So much,Madonna - Secret (Official Video) [HD]
@joooooooooohn35,1 year ago,"Theatricality, choreography, attitude, style, fashion, and a bit of comedy. That's why she will always be my favorite performer of all time",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@noisepollution6761,2 years ago,Nz's got more stars 🤚😐 truth of the future,Madonna - Lucky Star (Official Video)
@monoenlanc785,9 years ago,Madonna is the Queen of pop! Her haters sucks!,Madonna - Express Yourself (Official Video)
@melissaguerra1518,6 years ago, @ryharuto  Oh please.,Madonna - Justify My Love (Official Video) [HD]
@Vucero,3 weeks ago,"Crazy the effect the internet has. Kate Bush running up that hill, now this.",Madonna - Into The Groove (Official Video)
@boondoggle4820,4 years ago,Yep. I was a kid but I was really lucky to experience pop music in the 80s. It was the last great decade of pop music in my opinion.,Madonna - Dress You Up (Official Video)
@nosferotique,1 month ago,this comment has aged poorly.,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@豆-r2q,2 years ago,"2023❤️
It never gets old.",Madonna - Who's That Girl (Official Video)
@tlam00tlam,8 years ago,Ferdinando Cafiero 2018!!!,Madonna - Girl Gone Wild
@stevenmyhre2242,1 year ago,She's so hot ❤❤❤❤,Madonna - Dress You Up (Official Video)
@dont_bother_responding_coward,4 years ago,yes she did the worst bond theme in the history of the franchise.  thanks madonna.,Madonna - Beautiful Stranger (Official Video) [HD]
@floranscalie5361,3 years ago,I was in Benidorm... That time and watching it reminds me that Summer when I was 22 ...,Madonna - Cherish (Official Video) [HD]
@quliyevali8874,4 years ago (edited),2021 😍💜🙏,Madonna - The Power Of Good-Bye (Official Video)
@Kerfuffld,1 year ago, @ThePersonMan she was pushing her luck tbh. Left Charles with NO time,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@andreantunes6146,3 years ago,Hino,Madonna - Nothing Really Matters (Official Video) [HD]
@Kacey1324,1 month ago,Me too,Madonna - 2012 Super Bowl Halftime Show
@petreeceful,1 year ago,Love Love Love this version....,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@mickeycastronovo7162,6 years ago,Which is.. sad,Madonna - Don't Cry For Me Argentina (Official Video)
@VeronicaWillow-zf6uo,1 year ago,"My sisters and me
My sisters and me",Madonna - Jump (Official Video) [HD]
@joshcollects6654,2 years ago,"People do, in fact some people think shw was only big in the 80s",Madonna - Open Your Heart (Official Video) [HD]
@Niko7739,5 years ago,"2040 - this song is awesome
2060 - this song is awesome
2080 - this song is awesome
...wow im 100yrs old",Madonna - Crazy For You (Official Video)
@debrawarriner5211,3 years ago,Yes she did have some balls to do this at the height of power's. The best of the Best Madonna,Madonna - Like A Prayer (Official Video)
@natalie651,3 years ago,"""I have truth on my side, you only have deceit."" So good.",Madonna - You'll See (Official Video)
@ghostsauce1443,9 months ago,"M3gan 
Looking a.i
🤖 ⁿ""",Madonna - Die Another Day (Official Video)
@Marc-zi5cq,5 years ago," @TranceElevation  90s music for the most part has melody and meaning. Nowadays with those 2 min 30 songs you barely find that depth that for instance Madonnas songs in the 90s had. Some artists still deliver but overall it has gotten alot more shallow and even childish over the past few years. I'm not even 30 but i feel very old watching MTV awards nowadays,",Madonna - Secret (Official Video) [HD]
@Constantinos2021,2 months ago,"I don' t know, but all this decade(1980-90) sealed our life for ever and its songs will sound eternally. They are simple but they have great power",Madonna - Crazy For You (Official Video)
@jacquelinecristina4310,5 years ago,Aqui here,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@michaelowen7316,10 years ago,Even after nuclear war Madonna survives and looks  #Flawless,Madonna - Ghosttown
@amandinegregoris120,5 years ago, @oleseahropotinschi6188  😊,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@leoapp1223,5 years ago," @1800-ASHA  Give Me All Your Luvin peaked at no. 10 Hot 100,  her last top 10 so far",Madonna - Music (Official Video)
@collantesalvaradojuancarlo3008,2 years ago,Hands down! :face-blue-smiling:,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@cristianguevara6449,1 year ago,It's My favorite❤❤❤❤❤,Madonna - Rain (Official Video) [HD]
@vertbeke7977,3 years ago,Madonna is the best the best artist ever,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@vertbeke7977,4 years ago,It's great great,Madonna - Like A Virgin (Official Video)
@yeehawjigsaw6579,6 years ago," @sarahcellblockh1562  Okay, if you don't like Britney.. nobody cares. Some people did and that's fine, jesus",Madonna - Like A Virgin (Official Video)
@zamanovanazakat6723,5 years ago,Me too,Madonna - Die Another Day (Official Video)
@FridayNightQueen,4 months ago,December 2025.... can't get enough.   This is my favorite,Madonna - Die Another Day (Official Video)
@JacquesPUREBLOOD,1 year ago,William Orbit,Madonna - Nothing Really Matters (Official Video) [HD]
@TobyRossFun,4 years ago, @leongm6802  takes one to know one,Madonna - 2012 Super Bowl Halftime Show
@viniciuserk5661,5 years ago,Madonna is very hot,Madonna - Girl Gone Wild (Official Video)
@luisalbertocardenas50,8 years ago,I'm agree with you this song is amazing,Madonna - Girl Gone Wild
@evalima4472,4 years ago," @cheekytyke  
The remix Frozen",Madonna - Girl Gone Wild (Official Video)
@Cindy-xg6yn,2 years ago,My parents had 4 girls too. I remember my Dad saying if any of us ever did anything like this he would throw us out of the house. My Mum didn't agree with him. She said if it happened they should provide support given the situation. It didn't happen though. I found my first boyfriend and father of my 2 children when I was 27 when I moved out of home.,Madonna - Papa Don't Preach (Official Video) [HD]
@newyorknight2013,5 years ago,How they did it?,Madonna - Hung Up (Official Video) [HD]
@kristhy6066,5 years ago,"When this song came out, I was 13. My bus driver liked to listen to the local radio station while driving us, and this song would come on during my ride home. Amazing song. Madonna's best.",Madonna - Secret (Official Video) [HD]
@davedogge2280,8 years ago,"still relevant and looks like it was made yesterday,",Madonna - Justify My Love (Official Video) [HD]
@devonalomar9012,3 years ago,"Surely a pop juggernaut.  But when she ""owned"" she was just sharing with others. Billy Joel, Prince, MJ, and Hall & Oates were right there.",Madonna - Cherish (Official Video) [HD]
@Lewellfouch,4 years ago,Always ❤️,Madonna - The Power Of Good-Bye (Official Video)
@grantbennett333,6 years ago,"The jwznitedStaTesOfJewMerikA ...  Started singing.   Bye Bye Bye.  Miss JwzMerica pie....   Shipmoff foolz
 MagicalMusic34  lyrics and joinHands the. .powers that should NOT be......more details as follows order the following.   These are the.   Days.    Of.  Our ....lives. 

 Jessie Pipsqueak  my favourite Freddy Mercury Queen.song keeps changing as I discover more songs ...

Love of my life ..... Somebody to love.... Killer Gwyeen. ( Killer Queen).... bohemian rhapsody...     I've got to break free......radio.gar gar ... Freddy's Anthology needs a true record...the movie should have been a. .. docudrama...",Madonna - American Pie (Official Video) [HD]
@Kuvshinkin.official,3 days ago,1:27,Madonna - Back That Up To The Beat (Official Lyric Video)
@milolee1725,1 year ago,"Oh,it isn't Marie?!!..😢",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@anthonnyvaquedano2548,12 years ago,"***** Tienes razón, fue todo un flop. Hasta katy perry le ganó a Gaga. ",Madonna - Vogue (MDNA World Tour)
@le_th_,4 years ago, @matildafaltyn6253  I'm pretty sure streetwalkers CHARGE MONEY?,Madonna - Justify My Love (Official Video) [HD]
@manu4428-m,3 years ago,Totally fall in love😍😍😍,Madonna - Secret (Official Video) [HD]
@lateshiachilds3640,1 year ago,"I was 5, I remember my mom watching it and I remembered the tigers/lions in the movies.  Im 42 now i just watched this movie on Roku. I was laughing 😅😅",Madonna - Who's That Girl (Official Video)
@AMan-rv7zq,5 years ago,One of the must underrated Madonna's songs ever!!,Madonna - Beautiful Stranger (Official Video) [HD]
@udance4ever,10 months ago,​ @PungiFungi ah - interesting she chose Geisha & Butoh culture - they couldn't be more radically different!,Madonna - Nothing Really Matters (Official Video) [HD]
@crtpitt3722,11 months ago,"99,958,912 MADONNA NEXT 1️⃣0️⃣0️⃣Millions views. 💙🤍💙",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@cassandjsoo3345,5 years ago,Madonna <3,Madonna - Ghosttown
@carloreybenedictlaurena8282,5 years ago,"I lived in Buenos Aires for two months. spent a week in Patagonia. Argentina is a beautiful country. Todo mi amor desde las Filipinas, me hace falta tu pais.",Madonna - Don't Cry For Me Argentina (Official Video)
@MIZORAM_mafaka_hnamte,5 years ago,👍 👍👍,Madonna - Cherish (Official Video) [HD]
@ginasousabranco5637,11 years ago,"Victor Melo Madonna has a long and solid solo career with 32 years, began in 1982 with the hit ""Everybody"".
In the mid '80s, Madonna had nine singles and achieved worldwide fame.
In high school, practiced ballet and was Christopher Flynn's student.
Madonna had talent for dance.
In 1976 she won a scholarship to a dance course at the University of Michigan.
In 1978 she came to New York to pursue a career in modern dance, worked with modern dance groups and as backup dancer for artists like Patrick Hernandez (made ​​is world tour in 1979).
In the late '70s, Madonna sang, played drums & guitar in the band ska / pop ""Breakfast Club"".
In 1980, she formed the post-punk band ""Emmy and The Emmys"".
In 1981, did backing vocals for the German singer Otto von Wernherr.

Lady Gaga is a very recent product.
Her second tour ""The Monster Ball Tour"" the critics compared the theatricality of the tour with concerts performed by Madonna.
What is easy to understand, cause Madonna is the script.",Madonna - Vogue (MDNA World Tour)
@НинаСтанчу-й3ь,1 year ago,Ciao!@RequiaVico,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@danielvargas1852,5 years ago,20 años de Music 🎶,Madonna - Music (Official Video)
@delca9309,9 years ago,"I attended one of her concerts in 2013, she was 3 hours late but obviously no one left and the wait was absolutely worth it. She had about 5 minutes between every song to changer her costumes and I have no idea how she could do it as a human but she did, every one of her performances were mesmerizing and unique... LOVE THIS FUCKING WOMEN !!!!",Madonna - Girl Gone Wild (Official Video)
@pelinyaylaz299,5 years ago,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,"Madonna, Maluma - Medellín"
@dickydoodleink,9 years ago,love the beat in this..... pumping,Madonna - Celebration (Official Video)
@norsk-humle,5 years ago,Destroying? Corona? LOL,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@ИннаМашева,1 year ago,"Да,равных ЕЙ,пожалуй,нет!!!",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@elsysilvestre,5 years ago,"This takes me back to my youth. Born in the 70's, raised in the 80's. Best times ever.  Wish I could go back.  Best times of my life...",Madonna - Crazy For You (Official Video)
@Taromorrow,8 months ago,I’m in 2500.,Madonna - True Blue (Official Video)
@booradley1510,2 years ago,"Not the best musician on the planet.
, if your honest",Madonna - Ray Of Light (Official Video) [HD]
@chrismoney1468,10 years ago,Luis Corzo jr_ thanks bro,Madonna - Ghosttown
@DexiduousRose,6 years ago,No one cares,Madonna - Lucky Star (Official Video)
@cshlssaschalt9448,11 years ago,NANA IS ONE OF THE BEST SELLING FEMALE ARTISTS!    ,Madonna - Girl Gone Wild
@AppelBS,1 year ago,2025?,Madonna - Back That Up To The Beat (Official Lyric Video)
@gherieg8591,6 years ago," @PavelJagen  

Don't be too sure, smarty pants. You don't know everything ... 

Illuminati, freemasons... whatever label they are given, they do exist. You don't seem to think so ... but what do you know ... 50 % of what goes on in power circles  ? 10% ? 
.0003% ... ?

Don't be too sure.","Madonna, Quavo - Eurovision Song Contest 2019"
@AJ_savage16,3 months ago,My mom was 10 in 1983,Madonna - Borderline (Official Video) [HD]
@arielverosto3245,5 years ago," @Nina-vn7vh  10 000 dollars for the dancers, light and an abandoned factory and the rest for cocaine....",Madonna - Express Yourself (Official Video)
@Madhibo,1 year ago,indeed,Madonna - Like A Prayer (Official Video)
@PDC1987,4 years ago, @burakb4797  And she only has more number one hits than Madonna in one country. Literally.,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@MasterofPlay7,4 years ago,I feel like into the groove is better,Madonna - Crazy For You (Official Video)
@JefferyGhost,1 month ago,February 2026 anyone?,Madonna - Vogue (MDNA World Tour)
@gabygaby5701,4 years ago,She has no art… she has no voice… but she surrounds herself and f the best.,Madonna - 2012 Super Bowl Halftime Show
@chilvari,10 years ago,"+Gina Sousa Branco Rebel Heart should be #1 album of 2015! At least it is for me! But anyway, congrats Madge!",Madonna - Ghosttown
@RDrRD1989,6 years ago, @damme91  It was a hit worldwide,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@emmanuelosonduchux3885,3 weeks ago,"Don't forget ""Live to Tell"". That is a masterpiece.",Madonna - The Power Of Good-Bye (Official Video)
@TheJuliefrom,1 year ago,It is ABBA's masterpiece if anything,Madonna - Hung Up (Official Video) [HD]
@rachelr3230,5 years ago,Cool!,Madonna - Like A Virgin (Official Video)
@ferjlo2027,1 year ago,Madonna la reyna,Madonna - Don't Tell Me (Official Video) [HD]
@christelleslam.C.Kiki.S,1 year ago,🎉❤😮😊 beautiful Magic song je t'aime,Madonna - Open Your Heart (Official Video) [HD]
@erikstempak2612,2 years ago,ja erik slovakia,Madonna - Die Another Day (Official Video)
@karamzidan9860,4 years ago,what he's sooooooo lucky he witnessed history !,Madonna - Like A Virgin (Official Video)
@unlikeavirgin,11 years ago,mila germanotta drop dead Mila German snotta and go watch Poker face 10 more times today like you did yesterday and the day before. Yawn!,Madonna - Living For Love
@SW-ii5gg,1 year ago,"​ @Quetzalioshun  , gotta have dial-up at least.",Madonna - Into The Groove (Official Video)
@keeferfleming6345,6 years ago,"Me too, I was a bit ""iffey"" about the song, it's definitely a grower, but the video made me love it!","Madonna, Maluma - Medellín"
@DavidBatson-n5t,6 months ago,Oh yeah,"Madonna - Vogue (12"" Remix) [Official Video]"
@dobqeiqrtse267,9 years ago,THE BEST SELLING FEMALE ARTIST OF ALL TIME MADONNA!!!!!,Madonna - Secret (Official Video) [HD]
@nuskool1785,5 years ago,No need to apologise 🙏🏼,Madonna - Nothing Really Matters (Official Video) [HD]
@scottyclayton5604,7 years ago,"@Paul, 1986.",Madonna - True Blue (Official Video)
@iamcxqcxq,2 years ago,"kick swing, yessss!",Madonna - Don't Tell Me (Official Video) [HD]
@Zick-ThingS-Col,2 years ago,"And outro, the fade out is one of the most replayed moments of any music piece in my head, also i used this song to try to sleep back in 2011 a lot, just on repeat for hours until i could sleep... that fade out has that ""don't know what"" (also present in the og song but this version is the best)",Madonna - Hung Up (Official Video) [HD]
@Kaua-c5v,1 year ago,0:49 muito bom ta a música estilo festa,Madonna - Celebration (Official Video)
@ChaChinnngK,10 years ago,"Detroitblue
No, it is not a historical fact, what a load of bullshit  lol. Twenties and thirties is not youth.
Most die in their 50's ? Do you mean artistically ?  You obviously know nothing about music  lol.",Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@79Glitch,5 years ago,"Herminigilda Walang Dangal Right. He’s one of the most successful producers of all time and was making 6 figures per beat in his prime, has a million Grammys, a bunch of number 1 pop albums with the likes of Missy, Justin Timberlake, Nelly Furtado, produced for every artist on pop radio for over a decade and had a period (along with the Neptunes) where not a week went by without multiple songs he produced being in the top ten on the Billboard pop charts. Im thinking he’s doing pretty okay.

This summer he created the wildly popular  Versus series with Swiss Beats and ruled the early quarantine period with those Instagram battles. And he still makes music. He had a couple of songs last year (ASAP FERG “FLOor Seats” comes to mind) but it seems like he has been intentionally laying low and signing unknown artists to his label to work with and maybe make another big splash like he did with the original Beat Club artists like Aaliyah, Ginuwine, Missy Elliot, Tweet, etc. Long way of saying you’re ignorant or a massive troll.",Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@rebelblue,6 months ago,"Happy 25th anniversary to Music album, still sounds like the future 🔥",Madonna - Music (Official Video)
@ivanakotouckova,8 years ago,I cannot agree more,Madonna - Justify My Love (Official Video) [HD]
@tera0865ab,5 years ago,👍👍 <3,Madonna - Living For Love
@juanjosegarciaballesteros,1 year ago,Una obra maestra,Madonna - Die Another Day (Official Video)
@ErmaMarliniSani,1 year ago,Yes me is listening in February 2025 Ms Erma Marlini from Singapore 🇸🇬0031 hours,Madonna - Girl Gone Wild (Official Video)
@remyparaskovia5499,8 years ago,J J well Madonna does it better,Madonna - Vogue (MDNA World Tour)
@DJL78,3 months ago,This is the best video of all time. Period.,"Madonna - Vogue (12"" Remix) [Official Video]"
@ronrodriguez9741,1 year ago,"Celebration Tour and now, Like a Prayer is trending.","Madonna, Maluma - Medellín"
@paulb5092,6 years ago,"1999: Hit. 
2020: Still a hit. 
2030: Hit forever.🔥🔥🔥",Madonna - Beautiful Stranger (Official Video) [HD]
@michaelsouza1632,5 years ago,Sim!!!❤️,Madonna - Secret (Official Video) [HD]
@geotecnologiasnarede_extensão,4 years ago,Brazil,Madonna - The Power Of Good-Bye (Official Video)
@alannowland9300,3 years ago,Reeelly,Madonna - Lucky Star (Official Video)
@PS-ru2ov,4 years ago,Same I love this and express yourself,Madonna - Open Your Heart (Official Video) [HD]
@abbieprice3430,2 years ago,"For some strange reason, this song was stuck in my head as a kid! And I remembered the parts in the music video where this woman was dancing while wearing that red Kimono before I realized it was Madonna years later! I never thought I would see it again!",Madonna - Nothing Really Matters (Official Video) [HD]
@nikoenciso01,1 year ago,My oldest bro was born in 82 I know dude has best childhood ever 😂he a badass dude too I was born in 89 was cool too but bro seen Batman 89 4 times at 8 years old 😂❤,Madonna - Lucky Star (Official Video)
@srf1293,6 years ago,"Person: How much autotune would you like?
Madonna: yes","Madonna, Quavo - Eurovision Song Contest 2019"
@joelbohan4231,7 years ago (edited),Alexi Bannister time flies aye!,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@7madonna7,10 years ago,"Damien Darko it was a wrong information that i read on many internet pages, yes it didnt sell so much",Madonna - Living For Love
@MilkywayCookie-y8b3x,1 month ago,Here,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@lol_mixx,5 years ago,Сюда зашли посмотреть на любительницу пиццы и соуса...ну надеюсь скоро их накормят,"Madonna, Quavo - Eurovision Song Contest 2019"
@kalcarthew5860,6 years ago,"Me to boi!I’m from the great,beautiful land of Australia!",Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@belajarmasmurliturgigereja6922,5 years ago,Nothing is new,"Madonna - Vogue (12"" Remix) [Official Video]"
@cristiangd9502,6 years ago,Yo,Madonna - Celebration (Official Video)
@Ay-bo4tv,3 years ago,I hope bcz we need her rap,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@idonteperfect6943,6 years ago,Rob Samuel the album hit number 1 in 40 countries tho so thats dope either way😁,Madonna - Sorry (Official Video) [HD]
@cristiankauaz3173,6 years ago,I'm listening right now!!!,Madonna - Beautiful Stranger (Official Video) [HD]
@TheSportslover2010,5 years ago, @GraemePryce1978  - it has cheered me up as well! This performance is a masterpiece that has held up for many decades.,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@anthonyarcanumsanctumregnu9551,1 year ago,She can't act but I love her but she didn't deserve best acting maybe Oscar for best song like Eminem won for and 8 mile.❤,Madonna - Don't Cry For Me Argentina (Official Video)
@xavierpaddy7181,1 year ago,Move ❤ 🤩,Madonna - Celebration (Official Video)
@stephenn8366,5 months ago,One of my fav Madonna tracks! 🤩,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@suvi4417,1 year ago,❤🙌,Madonna - The Power Of Good-Bye (Official Video)
@gerardomoreno6704,3 years ago,Wow. Well she had a several videos that are truly a masterpiece. She has give us so much.,Madonna - Rain (Official Video) [HD]
@kaylawayla1,5 years ago,Shoulda won PERIOD!,Madonna - Justify My Love (Official Video) [HD]
@josenavarrete6203,5 years ago,"now with HD you can really see how beautiful she looked in this video, she looks and moves like she's 25 years old and she was 47!!!",Madonna - Hung Up (Official Video) [HD]
@miaeba,2 years ago,"Without him it wouldn't have Worked.
Take a Bow Madonna and Babyface for collaborating.  I'm so happy to have been born to hear this beautiful music and how popular this music was running on MTV all the time.  Things have changed but I think maybe getting better again",Madonna - Take A Bow (Official Video) [4K]
@romy9990,8 years ago,анна талонова eat chocolate 😂,Madonna - Jump (Official Video) [HD]
@Wearesabrina,1 year ago,lady gaga,Madonna - Living For Love
@lokiawanda1478,4 years ago,Ikr? It's weird that Madonna wasnt There 👀👀👀😂,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@luckystar_85,2 weeks ago,​ @merryem68 don't think so,Madonna - Vogue (Official Video)
@unlikeavirgin,10 years ago,thank you! that was a great comment!,Madonna - Ghosttown
@nathanschlageter7627,4 years ago,"Ah yes, the freedom of a bunch of senators wives trying to ban this song.  Long live the 80s!",Madonna - Dress You Up (Official Video)
@zildapeixoto5421,6 years ago,"O que deve mudar, e o que nao pode. Recordar, sempre. Mudem tudo, ou não.",Madonna - True Blue (Official Video)
@cocokitten2252,10 months ago,Oh and Kylie 😂,Madonna - True Blue (Official Video)
@LaraPalacios-g6p,1 month ago,A i am lara,Madonna - Jump (Official Video) [HD]
@eternalgemini,3 years ago," @clhs  Yes this album is a masterpiece along with her single ""Masterpiece"" from her MDNA.",Madonna - Secret (Official Video) [HD]
@AmanuelFentahun-v5o,1 year ago,Don't expect anymore,Madonna - The Power Of Good-Bye (Official Video)
@ryanw2774,5 years ago,All are timeless,Madonna - Frozen (Official Video) [HD]
@gerryowen4200,5 years ago,terrica m can I ask you to do some research before I open up today’s class and school you.,Madonna - Vogue (Official Video)
@catherinelopez1905,2 years ago,All the time,Madonna - Don't Tell Me (Official Video) [HD]
@kesharisuthar3268,1 year ago,@mangilalsuthar-f3g  Exceedingly thankful for your liking and also for your morale boosting response. 🙏🙏,Madonna - Don't Cry For Me Argentina (Official Video)
@joseluisfernandez-blanco7498,5 years ago,Of course! Always!,Madonna - Beautiful Stranger (Official Video) [HD]
@johnburt9706,5 years ago,"Probably because at this point they can't be stopped. Btw, 333 upvotes! - very fitting :P.","Madonna, Quavo - Eurovision Song Contest 2019"
@WebSoak,2 years ago (edited)," @luhvkay2614 Exactly, she ripped off Marylin Monroe",Madonna - Material Girl (Official Video) [HD]
@vertbeke7977,3 years ago,Top,Madonna - Open Your Heart (Official Video) [HD]
@radulyotilia4926,1 year ago,here❤,Madonna - Live To Tell (Official Video)
@jbacker1190,2 years ago (edited),"Going to my 35 reunion this weekend. Remember dancing slow with my girlfriend (now my wife). God, gen X rocks!",Madonna - Crazy For You (Official Video)
@RealPolitics0,2 years ago,But how come Madonna is never given credit for pretty much anything she's done? She had the biggest social impact of them all and yet she doesn't even get credit for HER OWN SONGS! Now it's the Austin Power Franchise MERIT 🤔🤣 It's hilarious 😂,Madonna - Beautiful Stranger (Official Video) [HD]
@oranramses1228,5 years ago,my jam!!!!!!,Madonna - Jump (Official Video) [HD]
@hernandoling317,5 years ago,Cool,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@seanb7301,11 years ago,Divas do Pop as if this video has a lot of views... not even 1 million in a day...,Madonna - Living For Love
@Петрушка-я8ж,1 year ago (edited),Да я с вами полностью согласна очень Классная мелодия знайте мне тоже нравится и песня даже тоже очень даже Красивая !,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@alexsiqueira9536,4 years ago,oi madona bom dia eu te amo muito beijosssss teus pra mim porque eu te amo meu anjo lindo,Madonna - Papa Don't Preach (Official Video) [HD]
@2007enthusiast,1 month ago,I agree but her Erotica era is pure ecstasy. She epitomized 90s excess,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@madmesh978,2 years ago (edited), @JaCKiE_C_S  ask tim riffat he knows me,Madonna - Beautiful Stranger (Official Video) [HD]
@WasWasLo,5 years ago,LMFAOO,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@floydturner2689,5 years ago,Now she has a black boyfriend-   MADONNA FREAKING ROCKS AS I THROW UP MY GNAR L Y DUDE❄❄,Madonna - Lucky Star (Official Video)
@traceehaftorson5814,5 years ago,Love this song,Madonna - Hung Up (Official Video) [HD]
@zyxw2024,3 months ago,How many times I played this & I agree.,Madonna - The Power Of Good-Bye (Official Video)
@sab6261,5 years ago (edited),A variant on Cyndi Lauper's style who'd already popularized the look,Madonna - Borderline (Official Video) [HD]
@nicholaswilliamson409,4 years ago,It’s march 2022 and I’m still bumping this 🔥,Madonna - Papa Don't Preach (Official Video) [HD]
@perrynpups,10 months ago,It's been over month! Here is your reminder. From new mexico,Madonna - Don't Cry For Me Argentina (Official Video)
@hryshkounofficial,9 months ago,Who listening 2025?,Madonna - Sorry (Official Video) [HD]
@curioso4762,3 years ago,i never knew ali g before the movie Borat.,Madonna - Music (Official Video)
